,date,temp
97,1981-04-08,14.9
98,1981-04-09,15.9
99,1981-04-10,13.0
100,1981-04-11,7.6
101,1981-04-12,11.5
102,1981-04-13,13.5
103,1981-04-14,13.0
104,1981-04-15,13.3
105,1981-04-16,12.1
106,1981-04-17,12.4
107,1981-04-18,13.2
108,1981-04-19,13.8
109,1981-04-20,10.6
110,1981-04-21,9.0
111,1981-04-22,10.0
112,1981-04-23,9.8
113,1981-04-24,11.5
114,1981-04-25,8.9
115,1981-04-26,7.4
116,1981-04-27,9.9
117,1981-04-28,9.3
118,1981-04-29,9.9
119,1981-04-30,7.4
120,1981-05-01,8.6
121,1981-05-02,11.9
122,1981-05-03,14.0
123,1981-05-04,8.6
124,1981-05-05,10.0
125,1981-05-06,13.5
126,1981-05-07,12.0
127,1981-05-08,10.5
128,1981-05-09,10.7
129,1981-05-10,8.1
130,1981-05-11,10.1
131,1981-05-12,10.6
132,1981-05-13,5.3
133,1981-05-14,6.6
134,1981-05-15,8.5
135,1981-05-16,11.2
136,1981-05-17,9.8
137,1981-05-18,5.9
138,1981-05-19,3.2
139,1981-05-20,2.1
140,1981-05-21,3.4
141,1981-05-22,5.4
142,1981-05-23,9.6
143,1981-05-24,11.5
144,1981-05-25,12.3
145,1981-05-26,12.6
146,1981-05-27,11.0
147,1981-05-28,11.2
148,1981-05-29,11.4
149,1981-05-30,11.8
150,1981-05-31,12.8
151,1981-06-01,11.6
152,1981-06-02,10.6
153,1981-06-03,9.8
154,1981-06-04,11.2
155,1981-06-05,5.7
156,1981-06-06,7.1
157,1981-06-07,2.5
158,1981-06-08,3.5
159,1981-06-09,4.6
160,1981-06-10,11.0
161,1981-06-11,5.7
162,1981-06-12,7.7
163,1981-06-13,10.4
164,1981-06-14,11.4
165,1981-06-15,9.2
166,1981-06-16,6.1
167,1981-06-17,2.7
168,1981-06-18,4.3
169,1981-06-19,6.3
170,1981-06-20,3.8
171,1981-06-21,4.4
172,1981-06-22,7.1
173,1981-06-23,4.8
174,1981-06-24,5.8
175,1981-06-25,6.2
176,1981-06-26,7.3
177,1981-06-27,9.2
178,1981-06-28,10.2
179,1981-06-29,9.5
180,1981-06-30,9.5
181,1981-07-01,10.7
182,1981-07-02,10.0
183,1981-07-03,6.5
184,1981-07-04,7.0
185,1981-07-05,7.4
186,1981-07-06,8.1
187,1981-07-07,6.6
188,1981-07-08,8.3
189,1981-07-09,8.9
190,1981-07-10,4.6
191,1981-07-11,6.8
192,1981-07-12,5.7
193,1981-07-13,6.1
194,1981-07-14,7.0
195,1981-07-15,7.2
196,1981-07-16,6.3
197,1981-07-17,8.8
198,1981-07-18,5.0
199,1981-07-19,7.4
200,1981-07-20,10.1
201,1981-07-21,12.0
202,1981-07-22,9.0
203,1981-07-23,8.9
204,1981-07-24,9.8
205,1981-07-25,9.0
206,1981-07-26,9.2
207,1981-07-27,7.7
208,1981-07-28,8.0
209,1981-07-29,6.1
210,1981-07-30,3.5
211,1981-07-31,3.2
212,1981-08-01,5.7
213,1981-08-02,7.7
214,1981-08-03,9.0
215,1981-08-04,10.0
216,1981-08-05,6.2
217,1981-08-06,6.9
218,1981-08-07,6.5
219,1981-08-08,6.8
220,1981-08-09,7.0
221,1981-08-10,5.2
222,1981-08-11,3.0
223,1981-08-12,5.6
224,1981-08-13,7.9
225,1981-08-14,9.0
226,1981-08-15,8.6
227,1981-08-16,10.3
228,1981-08-17,10.5
229,1981-08-18,7.6
230,1981-08-19,9.7
231,1981-08-20,12.5
232,1981-08-21,7.4
233,1981-08-22,7.9
234,1981-08-23,3.9
235,1981-08-24,6.6
236,1981-08-25,4.6
237,1981-08-26,7.0
238,1981-08-27,6.0
239,1981-08-28,5.5
240,1981-08-29,8.1
241,1981-08-30,5.5
242,1981-08-31,6.2
243,1981-09-01,8.0
244,1981-09-02,10.3
245,1981-09-03,9.8
246,1981-09-04,9.6
247,1981-09-05,8.5
248,1981-09-06,7.5
249,1981-09-07,11.2
250,1981-09-08,14.6
251,1981-09-09,11.7
252,1981-09-10,7.8
253,1981-09-11,12.3
254,1981-09-12,10.1
255,1981-09-13,11.5
256,1981-09-14,7.3
257,1981-09-15,10.9
258,1981-09-16,14.1
259,1981-09-17,10.7
260,1981-09-18,16.9
261,1981-09-19,10.5
262,1981-09-20,6.5
263,1981-09-21,11.0
264,1981-09-22,6.3
265,1981-09-23,10.5
266,1981-09-24,7.2
267,1981-09-25,7.6
268,1981-09-26,10.7
269,1981-09-27,7.8
270,1981-09-28,9.6
271,1981-09-29,11.4
272,1981-09-30,12.4
273,1981-10-01,8.9
274,1981-10-02,13.2
275,1981-10-03,8.6
276,1981-10-04,6.2
277,1981-10-05,11.4
278,1981-10-06,13.2
279,1981-10-07,14.3
280,1981-10-08,7.3
281,1981-10-09,12.9
282,1981-10-10,7.8
283,1981-10-11,6.2
284,1981-10-12,5.6
285,1981-10-13,10.0
286,1981-10-14,13.3
287,1981-10-15,8.3
288,1981-10-16,10.2
289,1981-10-17,8.6
290,1981-10-18,7.3
291,1981-10-19,10.4
292,1981-10-20,11.2
293,1981-10-21,13.2
294,1981-10-22,11.4
295,1981-10-23,9.1
296,1981-10-24,6.6
297,1981-10-25,8.4
298,1981-10-26,9.7
299,1981-10-27,13.2
300,1981-10-28,12.5
301,1981-10-29,11.0
302,1981-10-30,11.0
303,1981-10-31,11.7
304,1981-11-01,9.2
305,1981-11-02,11.5
306,1981-11-03,13.6
307,1981-11-04,13.7
308,1981-11-05,10.4
309,1981-11-06,11.5
310,1981-11-07,7.6
311,1981-11-08,9.6
312,1981-11-09,14.2
313,1981-11-10,15.7
314,1981-11-11,10.5
315,1981-11-12,10.5
316,1981-11-13,9.7
317,1981-11-14,9.5
318,1981-11-15,11.3
319,1981-11-16,8.9
320,1981-11-17,9.4
321,1981-11-18,11.9
322,1981-11-19,11.7
323,1981-11-20,13.4
324,1981-11-21,12.6
325,1981-11-22,10.1
326,1981-11-23,15.8
327,1981-11-24,13.6
328,1981-11-25,11.9
329,1981-11-26,9.9
330,1981-11-27,12.6
331,1981-11-28,17.8
332,1981-11-29,15.0
333,1981-11-30,13.6
334,1981-12-01,13.4
335,1981-12-02,10.5
336,1981-12-03,14.2
337,1981-12-04,11.5
338,1981-12-05,13.0
339,1981-12-06,15.0
340,1981-12-07,14.7
341,1981-12-08,12.6
342,1981-12-09,12.5
343,1981-12-10,13.5
344,1981-12-11,14.8
345,1981-12-12,17.2
346,1981-12-13,9.7
347,1981-12-14,12.1
348,1981-12-15,12.8
349,1981-12-16,11.2
350,1981-12-17,16.4
351,1981-12-18,15.6
352,1981-12-19,13.3
353,1981-12-20,11.0
354,1981-12-21,11.1
355,1981-12-22,15.0
356,1981-12-23,12.8
357,1981-12-24,15.0
358,1981-12-25,14.2
359,1981-12-26,14.0
360,1981-12-27,15.5
361,1981-12-28,13.3
362,1981-12-29,15.6
363,1981-12-30,15.2
364,1981-12-31,17.4
365,1982-01-01,17.0
366,1982-01-02,15.0
367,1982-01-03,13.5
368,1982-01-04,15.2
369,1982-01-05,13.0
370,1982-01-06,12.5
371,1982-01-07,14.1
372,1982-01-08,14.8
373,1982-01-09,16.2
374,1982-01-10,15.8
375,1982-01-11,19.1
376,1982-01-12,22.2
377,1982-01-13,15.9
378,1982-01-14,13.0
379,1982-01-15,14.1
380,1982-01-16,15.8
381,1982-01-17,24.0
382,1982-01-18,18.0
383,1982-01-19,19.7
384,1982-01-20,25.2
385,1982-01-21,20.5
386,1982-01-22,19.3
387,1982-01-23,15.8
388,1982-01-24,17.0
389,1982-01-25,18.4
390,1982-01-26,13.3
391,1982-01-27,14.6
392,1982-01-28,12.5
393,1982-01-29,17.0
394,1982-01-30,17.1
395,1982-01-31,14.0
396,1982-02-01,14.6
397,1982-02-02,13.3
398,1982-02-03,14.8
399,1982-02-04,15.1
400,1982-02-05,13.1
401,1982-02-06,13.6
402,1982-02-07,19.5
403,1982-02-08,22.7
404,1982-02-09,17.2
405,1982-02-10,13.5
406,1982-02-11,15.4
407,1982-02-12,17.0
408,1982-02-13,19.2
409,1982-02-14,22.8
410,1982-02-15,26.3
411,1982-02-16,18.2
412,1982-02-17,17.0
413,1982-02-18,14.8
414,1982-02-19,12.8
415,1982-02-20,15.5
416,1982-02-21,15.6
417,1982-02-22,13.1
418,1982-02-23,15.2
419,1982-02-24,14.1
420,1982-02-25,12.5
421,1982-02-26,14.6
422,1982-02-27,10.4
423,1982-02-28,13.9
424,1982-03-01,11.9
425,1982-03-02,13.5
426,1982-03-03,9.8
427,1982-03-04,14.0
428,1982-03-05,21.5
429,1982-03-06,19.5
430,1982-03-07,16.7
431,1982-03-08,19.1
432,1982-03-09,11.0
433,1982-03-10,9.0
434,1982-03-11,10.0
435,1982-03-12,14.6
436,1982-03-13,12.5
437,1982-03-14,17.2
438,1982-03-15,19.2
439,1982-03-16,22.2
440,1982-03-17,15.7
441,1982-03-18,14.2
442,1982-03-19,9.8
443,1982-03-20,14.0
444,1982-03-21,17.5
445,1982-03-22,20.7
446,1982-03-23,15.6
447,1982-03-24,13.2
448,1982-03-25,14.5
449,1982-03-26,16.8
450,1982-03-27,17.2
451,1982-03-28,13.4
452,1982-03-29,14.2
453,1982-03-30,14.3
454,1982-03-31,10.2
455,1982-04-01,10.4
456,1982-04-02,12.3
457,1982-04-03,11.9
458,1982-04-04,11.2
459,1982-04-05,8.5
460,1982-04-06,12.0
461,1982-04-07,12.4
462,1982-04-08,12.9
463,1982-04-09,10.1
464,1982-04-10,15.0
465,1982-04-11,13.6
466,1982-04-12,12.4
467,1982-04-13,13.6
468,1982-04-14,16.1
469,1982-04-15,19.5
470,1982-04-16,14.2
471,1982-04-17,9.3
472,1982-04-18,10.1
473,1982-04-19,7.4
474,1982-04-20,8.6
475,1982-04-21,7.8
476,1982-04-22,9.1
477,1982-04-23,13.0
478,1982-04-24,16.5
479,1982-04-25,12.9
480,1982-04-26,6.9
481,1982-04-27,6.9
482,1982-04-28,8.7
483,1982-04-29,10.0
484,1982-04-30,10.8
485,1982-05-01,7.5
486,1982-05-02,6.3
487,1982-05-03,11.9
488,1982-05-04,13.8
489,1982-05-05,11.8
490,1982-05-06,11.0
491,1982-05-07,10.1
492,1982-05-08,8.5
493,1982-05-09,5.5
494,1982-05-10,7.6
495,1982-05-11,8.7
496,1982-05-12,10.8
497,1982-05-13,11.2
498,1982-05-14,9.1
499,1982-05-15,3.7
500,1982-05-16,4.6
501,1982-05-17,6.6
502,1982-05-18,13.2
503,1982-05-19,15.2
504,1982-05-20,7.6
505,1982-05-21,8.4
506,1982-05-22,6.0
507,1982-05-23,8.3
508,1982-05-24,8.6
509,1982-05-25,11.1
510,1982-05-26,12.1
511,1982-05-27,12.9
512,1982-05-28,14.0
513,1982-05-29,12.5
514,1982-05-30,11.5
515,1982-05-31,7.0
516,1982-06-01,7.1
517,1982-06-02,9.0
518,1982-06-03,3.1
519,1982-06-04,2.5
520,1982-06-05,0.0
521,1982-06-06,1.6
522,1982-06-07,2.6
523,1982-06-08,5.7
524,1982-06-09,2.3
525,1982-06-10,4.5
526,1982-06-11,8.2
527,1982-06-12,6.9
528,1982-06-13,7.3
529,1982-06-14,6.0
530,1982-06-15,7.3
531,1982-06-16,7.6
532,1982-06-17,8.0
533,1982-06-18,8.0
534,1982-06-19,6.8
535,1982-06-20,7.3
536,1982-06-21,6.2
537,1982-06-22,6.9
538,1982-06-23,8.9
539,1982-06-24,4.0
540,1982-06-25,1.3
541,1982-06-26,0.8
542,1982-06-27,4.3
543,1982-06-28,7.3
544,1982-06-29,7.7
545,1982-06-30,9.0
546,1982-07-01,4.2
547,1982-07-02,1.6
548,1982-07-03,2.6
549,1982-07-04,3.4
550,1982-07-05,3.9
551,1982-07-06,7.0
552,1982-07-07,7.8
553,1982-07-08,5.3
554,1982-07-09,2.4
555,1982-07-10,2.8
556,1982-07-11,4.0
557,1982-07-12,7.5
558,1982-07-13,7.8
559,1982-07-14,5.6
560,1982-07-15,3.3
561,1982-07-16,5.0
562,1982-07-17,3.7
563,1982-07-18,3.9
564,1982-07-19,5.2
565,1982-07-20,0.2
566,1982-07-21,0.8
567,1982-07-22,0.9
568,1982-07-23,3.5
569,1982-07-24,6.6
570,1982-07-25,9.5
571,1982-07-26,9.0
572,1982-07-27,3.5
573,1982-07-28,4.5
574,1982-07-29,5.7
575,1982-07-30,5.6
576,1982-07-31,7.1
577,1982-08-01,9.7
578,1982-08-02,8.3
579,1982-08-03,9.1
580,1982-08-04,2.8
581,1982-08-05,2.2
582,1982-08-06,4.5
583,1982-08-07,3.8
584,1982-08-08,3.8
585,1982-08-09,6.2
586,1982-08-10,11.5
587,1982-08-11,10.2
588,1982-08-12,7.9
589,1982-08-13,9.0
590,1982-08-14,9.5
591,1982-08-15,6.0
592,1982-08-16,8.2
593,1982-08-17,9.2
594,1982-08-18,4.3
595,1982-08-19,6.6
596,1982-08-20,9.4
597,1982-08-21,13.2
598,1982-08-22,6.6
599,1982-08-23,5.1
600,1982-08-24,12.1
601,1982-08-25,11.2
602,1982-08-26,8.5
603,1982-08-27,4.6
604,1982-08-28,7.0
605,1982-08-29,14.2
606,1982-08-30,12.7
607,1982-08-31,7.6
608,1982-09-01,4.0
609,1982-09-02,10.0
610,1982-09-03,10.5
611,1982-09-04,5.0
612,1982-09-05,4.5
613,1982-09-06,8.2
614,1982-09-07,4.3
615,1982-09-08,9.8
616,1982-09-09,5.8
617,1982-09-10,5.0
618,1982-09-11,8.5
619,1982-09-12,9.0
620,1982-09-13,3.6
621,1982-09-14,6.7
622,1982-09-15,6.7
623,1982-09-16,10.1
624,1982-09-17,15.0
625,1982-09-18,8.9
626,1982-09-19,5.7
627,1982-09-20,4.2
628,1982-09-21,4.0
629,1982-09-22,5.3
630,1982-09-23,6.3
631,1982-09-24,8.5
632,1982-09-25,11.5
633,1982-09-26,7.7
634,1982-09-27,9.2
635,1982-09-28,7.8
636,1982-09-29,6.3
637,1982-09-30,6.3
638,1982-10-01,8.6
639,1982-10-02,6.1
640,1982-10-03,13.2
641,1982-10-04,9.9
642,1982-10-05,4.7
643,1982-10-06,5.8
644,1982-10-07,14.9
645,1982-10-08,10.7
646,1982-10-09,8.6
647,1982-10-10,9.4
648,1982-10-11,5.7
649,1982-10-12,10.9
650,1982-10-13,13.1
651,1982-10-14,10.4
652,1982-10-15,8.2
653,1982-10-16,9.8
654,1982-10-17,7.5
655,1982-10-18,5.8
656,1982-10-19,9.8
657,1982-10-20,7.9
658,1982-10-21,8.7
659,1982-10-22,10.0
660,1982-10-23,10.6
661,1982-10-24,8.0
662,1982-10-25,10.2
663,1982-10-26,15.1
664,1982-10-27,13.9
665,1982-10-28,9.2
666,1982-10-29,9.0
667,1982-10-30,13.2
668,1982-10-31,7.0
669,1982-11-01,10.6
670,1982-11-02,6.9
671,1982-11-03,9.5
672,1982-11-04,12.5
673,1982-11-05,13.6
674,1982-11-06,17.7
675,1982-11-07,16.0
676,1982-11-08,11.3
677,1982-11-09,10.5
678,1982-11-10,14.4
679,1982-11-11,10.3
680,1982-11-12,9.0
681,1982-11-13,11.1
682,1982-11-14,14.5
683,1982-11-15,18.0
684,1982-11-16,12.8
685,1982-11-17,10.7
686,1982-11-18,9.1
687,1982-11-19,8.7
688,1982-11-20,12.4
689,1982-11-21,12.6
690,1982-11-22,10.3
691,1982-11-23,13.7
692,1982-11-24,16.0
693,1982-11-25,15.8
694,1982-11-26,12.1
695,1982-11-27,12.5
696,1982-11-28,12.2
697,1982-11-29,13.7
698,1982-11-30,16.1
699,1982-12-01,15.5
700,1982-12-02,10.3
701,1982-12-03,10.5
702,1982-12-04,11.0
703,1982-12-05,11.9
704,1982-12-06,13.0
705,1982-12-07,12.2
706,1982-12-08,10.6
707,1982-12-09,13.0
708,1982-12-10,13.0
709,1982-12-11,12.2
710,1982-12-12,12.6
711,1982-12-13,18.7
712,1982-12-14,15.2
713,1982-12-15,15.3
714,1982-12-16,13.9
715,1982-12-17,15.8
716,1982-12-18,13.0
717,1982-12-19,13.0
718,1982-12-20,13.7
719,1982-12-21,12.0
720,1982-12-22,10.8
721,1982-12-23,15.6
722,1982-12-24,15.3
723,1982-12-25,13.9
724,1982-12-26,13.0
725,1982-12-27,15.3
726,1982-12-28,16.3
727,1982-12-29,15.8
728,1982-12-30,17.7
729,1982-12-31,16.3
730,1983-01-01,18.4
731,1983-01-02,15.0
732,1983-01-03,10.9
733,1983-01-04,11.4
734,1983-01-05,14.8
735,1983-01-06,12.1
736,1983-01-07,12.8
737,1983-01-08,16.2
738,1983-01-09,15.5
739,1983-01-10,13.0
740,1983-01-11,10.5
741,1983-01-12,9.1
742,1983-01-13,10.5
743,1983-01-14,11.8
744,1983-01-15,12.7
745,1983-01-16,12.7
746,1983-01-17,11.5
747,1983-01-18,13.8
748,1983-01-19,13.3
749,1983-01-20,11.6
750,1983-01-21,15.4
751,1983-01-22,12.4
752,1983-01-23,16.9
753,1983-01-24,14.7
754,1983-01-25,10.6
755,1983-01-26,15.6
756,1983-01-27,10.7
757,1983-01-28,12.6
758,1983-01-29,13.8
759,1983-01-30,14.3
760,1983-01-31,14.0
761,1983-02-01,18.1
762,1983-02-02,17.3
763,1983-02-03,13.0
764,1983-02-04,16.0
765,1983-02-05,14.9
766,1983-02-06,16.2
767,1983-02-07,20.3
768,1983-02-08,22.5
769,1983-02-09,17.2
770,1983-02-10,15.9
771,1983-02-11,16.8
772,1983-02-12,13.8
773,1983-02-13,12.8
774,1983-02-14,14.0
775,1983-02-15,17.5
776,1983-02-16,21.5
777,1983-02-17,16.8
778,1983-02-18,13.6
779,1983-02-19,14.5
780,1983-02-20,14.2
781,1983-02-21,15.7
782,1983-02-22,19.7
783,1983-02-23,17.4
784,1983-02-24,14.4
785,1983-02-25,16.9
786,1983-02-26,19.1
787,1983-02-27,20.4
788,1983-02-28,20.1
789,1983-03-01,19.9
790,1983-03-02,22.0
791,1983-03-03,20.5
792,1983-03-04,22.1
793,1983-03-05,20.6
794,1983-03-06,15.0
795,1983-03-07,20.6
796,1983-03-08,21.5
797,1983-03-09,16.2
798,1983-03-10,14.1
799,1983-03-11,14.5
800,1983-03-12,21.1
801,1983-03-13,15.9
802,1983-03-14,15.2
803,1983-03-15,13.1
804,1983-03-16,13.2
805,1983-03-17,12.5
806,1983-03-18,15.2
807,1983-03-19,17.6
808,1983-03-20,15.5
809,1983-03-21,16.7
810,1983-03-22,16.3
811,1983-03-23,15.1
812,1983-03-24,12.7
813,1983-03-25,10.0
814,1983-03-26,11.4
815,1983-03-27,12.6
816,1983-03-28,10.7
817,1983-03-29,10.0
818,1983-03-30,13.9
819,1983-03-31,13.4
820,1983-04-01,12.5
821,1983-04-02,12.8
822,1983-04-03,7.8
823,1983-04-04,11.1
824,1983-04-05,10.7
825,1983-04-06,7.1
826,1983-04-07,6.7
827,1983-04-08,5.7
828,1983-04-09,9.1
829,1983-04-10,15.2
830,1983-04-11,15.5
831,1983-04-12,11.1
832,1983-04-13,11.7
833,1983-04-14,11.5
834,1983-04-15,9.8
835,1983-04-16,6.2
836,1983-04-17,6.7
837,1983-04-18,7.5
838,1983-04-19,8.8
839,1983-04-20,8.0
840,1983-04-21,10.4
841,1983-04-22,14.5
842,1983-04-23,16.5
843,1983-04-24,14.1
844,1983-04-25,10.5
845,1983-04-26,12.6
846,1983-04-27,13.0
847,1983-04-28,8.7
848,1983-04-29,10.1
849,1983-04-30,12.0
850,1983-05-01,12.5
851,1983-05-02,13.5
852,1983-05-03,13.7
853,1983-05-04,13.5
854,1983-05-05,10.7
855,1983-05-06,13.0
856,1983-05-07,11.6
857,1983-05-08,13.0
858,1983-05-09,11.2
859,1983-05-10,13.5
860,1983-05-11,12.9
861,1983-05-12,6.8
862,1983-05-13,10.0
863,1983-05-14,14.5
864,1983-05-15,11.7
865,1983-05-16,6.7
866,1983-05-17,4.6
867,1983-05-18,4.9
868,1983-05-19,7.4
869,1983-05-20,8.3
870,1983-05-21,7.5
871,1983-05-22,6.2
872,1983-05-23,7.8
873,1983-05-24,13.2
874,1983-05-25,11.9
875,1983-05-26,6.5
876,1983-05-27,8.3
877,1983-05-28,12.1
878,1983-05-29,9.3
879,1983-05-30,7.5
880,1983-05-31,9.3
881,1983-06-01,11.0
882,1983-06-02,10.8
883,1983-06-03,5.3
884,1983-06-04,7.6
885,1983-06-05,5.6
886,1983-06-06,7.2
887,1983-06-07,9.6
888,1983-06-08,7.0
889,1983-06-09,8.3
890,1983-06-10,7.8
891,1983-06-11,4.7
892,1983-06-12,6.8
893,1983-06-13,7.2
894,1983-06-14,8.3
895,1983-06-15,9.5
896,1983-06-16,4.7
897,1983-06-17,3.0
898,1983-06-18,1.5
899,1983-06-19,2.5
900,1983-06-20,6.2
901,1983-06-21,11.6
902,1983-06-22,6.6
903,1983-06-23,6.6
904,1983-06-24,8.0
905,1983-06-25,7.9
906,1983-06-26,3.3
907,1983-06-27,3.9
908,1983-06-28,6.0
909,1983-06-29,4.0
910,1983-06-30,5.5
911,1983-07-01,8.5
912,1983-07-02,9.8
913,1983-07-03,9.5
914,1983-07-04,7.2
915,1983-07-05,8.1
916,1983-07-06,8.0
917,1983-07-07,8.5
918,1983-07-08,8.8
919,1983-07-09,8.3
920,1983-07-10,2.4
921,1983-07-11,4.9
922,1983-07-12,5.9
923,1983-07-13,6.7
924,1983-07-14,8.4
925,1983-07-15,6.5
926,1983-07-16,7.9
927,1983-07-17,4.1
928,1983-07-18,5.4
929,1983-07-19,7.5
930,1983-07-20,3.9
931,1983-07-21,2.5
932,1983-07-22,5.3
933,1983-07-23,6.6
934,1983-07-24,0.0
935,1983-07-25,0.7
936,1983-07-26,7.6
937,1983-07-27,12.3
938,1983-07-28,9.2
939,1983-07-29,9.6
940,1983-07-30,9.5
941,1983-07-31,10.0
942,1983-08-01,7.7
943,1983-08-02,8.0
944,1983-08-03,8.3
945,1983-08-04,8.3
946,1983-08-05,4.5
947,1983-08-06,6.5
948,1983-08-07,9.4
949,1983-08-08,9.4
950,1983-08-09,10.5
951,1983-08-10,10.7
952,1983-08-11,9.9
953,1983-08-12,7.6
954,1983-08-13,5.8
955,1983-08-14,8.5
956,1983-08-15,13.8
957,1983-08-16,14.3
958,1983-08-17,8.3
959,1983-08-18,5.3
960,1983-08-19,3.0
961,1983-08-20,5.2
962,1983-08-21,10.3
963,1983-08-22,11.1
964,1983-08-23,10.5
965,1983-08-24,9.0
966,1983-08-25,13.0
967,1983-08-26,6.4
968,1983-08-27,8.4
969,1983-08-28,6.7
970,1983-08-29,8.3
971,1983-08-30,11.2
972,1983-08-31,10.0
973,1983-09-01,10.1
974,1983-09-02,10.6
975,1983-09-03,10.9
976,1983-09-04,5.7
977,1983-09-05,9.5
978,1983-09-06,10.4
979,1983-09-07,11.1
980,1983-09-08,12.2
981,1983-09-09,10.6
982,1983-09-10,8.8
983,1983-09-11,9.2
984,1983-09-12,5.5
985,1983-09-13,7.1
986,1983-09-14,6.5
987,1983-09-15,4.3
988,1983-09-16,5.0
989,1983-09-17,11.2
990,1983-09-18,7.5
991,1983-09-19,12.0
992,1983-09-20,13.6
993,1983-09-21,8.3
994,1983-09-22,8.5
995,1983-09-23,12.9
996,1983-09-24,7.7
997,1983-09-25,7.6
998,1983-09-26,3.5
999,1983-09-27,10.4
1000,1983-09-28,15.4
1001,1983-09-29,10.6
1002,1983-09-30,9.6
1003,1983-10-01,9.3
1004,1983-10-02,13.9
1005,1983-10-03,7.7
1006,1983-10-04,9.5
1007,1983-10-05,7.6
1008,1983-10-06,6.9
1009,1983-10-07,6.8
1010,1983-10-08,5.8
1011,1983-10-09,6.0
1012,1983-10-10,8.3
1013,1983-10-11,9.1
1014,1983-10-12,12.5
1015,1983-10-13,13.2
1016,1983-10-14,16.2
1017,1983-10-15,12.5
1018,1983-10-16,11.8
1019,1983-10-17,10.6
1020,1983-10-18,10.0
1021,1983-10-19,12.2
1022,1983-10-20,8.9
1023,1983-10-21,10.3
1024,1983-10-22,7.5
1025,1983-10-23,11.6
1026,1983-10-24,12.6
1027,1983-10-25,12.9
1028,1983-10-26,11.7
1029,1983-10-27,14.0
1030,1983-10-28,12.3
1031,1983-10-29,9.0
1032,1983-10-30,9.2
1033,1983-10-31,9.8
1034,1983-11-01,11.8
1035,1983-11-02,10.6
1036,1983-11-03,12.6
1037,1983-11-04,11.0
1038,1983-11-05,8.2
1039,1983-11-06,7.5
1040,1983-11-07,13.6
1041,1983-11-08,14.8
1042,1983-11-09,10.9
1043,1983-11-10,7.7
1044,1983-11-11,10.2
1045,1983-11-12,10.8
1046,1983-11-13,10.8
1047,1983-11-14,12.5
1048,1983-11-15,13.2
1049,1983-11-16,8.7
1050,1983-11-17,5.7
1051,1983-11-18,9.8
1052,1983-11-19,7.3
1053,1983-11-20,10.8
1054,1983-11-21,10.0
1055,1983-11-22,16.2
1056,1983-11-23,15.0
1057,1983-11-24,14.5
1058,1983-11-25,15.9
1059,1983-11-26,14.9
1060,1983-11-27,14.2
1061,1983-11-28,15.8
1062,1983-11-29,17.2
1063,1983-11-30,17.6
1064,1983-12-01,12.1
1065,1983-12-02,11.4
1066,1983-12-03,13.0
1067,1983-12-04,13.2
1068,1983-12-05,12.0
1069,1983-12-06,15.3
